Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.5	Node0	1	internal://	InInterests	0	0	0	0
0.5	Node0	1	internal://	OutInterests	0	0	0	0
0.5	Node0	1	internal://	InData	0	0	0	0
0.5	Node0	1	internal://	OutData	0	0	0	0
0.5	Node0	1	internal://	InNacks	0	0	0	0
0.5	Node0	1	internal://	OutNacks	0	0	0	0
0.5	Node0	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node0	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node0	1	internal://	OutSatisfiedInterests	9.6	0	6	0
0.5	Node0	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node0	2	internal://	InInterests	0	0	0	0
0.5	Node0	2	internal://	OutInterests	0	0	0	0
0.5	Node0	2	internal://	InData	0	0	0	0
0.5	Node0	2	internal://	OutData	0	0	0	0
0.5	Node0	2	internal://	InNacks	0	0	0	0
0.5	Node0	2	internal://	OutNacks	0	0	0	0
0.5	Node0	2	internal://	InSatisfiedInterests	9.6	0	6	0
0.5	Node0	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node0	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node0	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node0	-1	all	SatisfiedInterests	9.6	0	6	0
0.5	Node0	-1	all	TimedOutInterests	0	0	0	0
0.5	Node1	1	internal://	InInterests	0	0	0	0
0.5	Node1	1	internal://	OutInterests	0	0	0	0
0.5	Node1	1	internal://	InData	0	0	0	0
0.5	Node1	1	internal://	OutData	0	0	0	0
0.5	Node1	1	internal://	InNacks	0	0	0	0
0.5	Node1	1	internal://	OutNacks	0	0	0	0
0.5	Node1	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node1	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node1	1	internal://	OutSatisfiedInterests	12.8	0	8	0
0.5	Node1	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node1	2	internal://	InInterests	0	0	0	0
0.5	Node1	2	internal://	OutInterests	0	0	0	0
0.5	Node1	2	internal://	InData	0	0	0	0
0.5	Node1	2	internal://	OutData	0	0	0	0
0.5	Node1	2	internal://	InNacks	0	0	0	0
0.5	Node1	2	internal://	OutNacks	0	0	0	0
0.5	Node1	2	internal://	InSatisfiedInterests	12.8	0	8	0
0.5	Node1	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node1	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node1	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node1	-1	all	SatisfiedInterests	12.8	0	8	0
0.5	Node1	-1	all	TimedOutInterests	0	0	0	0
0.5	Node2	1	internal://	InInterests	0	0	0	0
0.5	Node2	1	internal://	OutInterests	0	0	0	0
0.5	Node2	1	internal://	InData	0	0	0	0
0.5	Node2	1	internal://	OutData	0	0	0	0
0.5	Node2	1	internal://	InNacks	0	0	0	0
0.5	Node2	1	internal://	OutNacks	0	0	0	0
0.5	Node2	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node2	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node2	1	internal://	OutSatisfiedInterests	12.8	0	8	0
0.5	Node2	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node2	2	internal://	InInterests	0	0	0	0
0.5	Node2	2	internal://	OutInterests	0	0	0	0
0.5	Node2	2	internal://	InData	0	0	0	0
0.5	Node2	2	internal://	OutData	0	0	0	0
0.5	Node2	2	internal://	InNacks	0	0	0	0
0.5	Node2	2	internal://	OutNacks	0	0	0	0
0.5	Node2	2	internal://	InSatisfiedInterests	12.8	0	8	0
0.5	Node2	2	internal://	InTimedOutInterests	0	0	0	0
0.5	Node2	2	internal://	OutSatisfiedInterests	0	0	0	0
0.5	Node2	2	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node2	-1	all	SatisfiedInterests	12.8	0	8	0
0.5	Node2	-1	all	TimedOutInterests	0	0	0	0
0.5	Node3	1	internal://	InInterests	0	0	0	0
0.5	Node3	1	internal://	OutInterests	0	0	0	0
0.5	Node3	1	internal://	InData	0	0	0	0
0.5	Node3	1	internal://	OutData	0	0	0	0
0.5	Node3	1	internal://	InNacks	0	0	0	0
0.5	Node3	1	internal://	OutNacks	0	0	0	0
0.5	Node3	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	Node3	1	internal://	InTimedOutInterests	0	0	0	0
0.5	Node3	1	internal://	OutSatisfiedInterests	4.8	0	3	0
0.5	Node3	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	Node3	2	internal://	InInterests	0	0	0	0
0.5	Node3	2	internal://	OutInterests	0	0	0	0
0.5	Node3	2	internal://	InData	0	0	0	0
